INSEE_C;DEP;n;p25;p50;p75;n_small;p50_small
71047;71;9;568.42;664.18;732.14;2;932.95
71056;71;1;804.35;804.35;804.35;1;804.35
71070;71;11;834.62;1154.93;1271.19;5;1189.66
71073;71;31;1231.44;1475.41;1695.08;13;1521.74
71074;71;3;1371.22;1496.06;1733.95;0;0
71075;71;6;350;376.19;607.14;0;0
71076;71;1948;1050.54;1328.44;1665.01;588;1377.5
71081;71;20;881.47;1009.55;1184.67;7;1034.48
71090;71;16;1228.59;1444.26;1955.45;7;1478.26
71098;71;2;557.6;645.37;733.13;0;0
71105;71;185;1777.78;2264.15;2617.65;41;2340.43
71106;71;16;990;1244.79;1842.26;7;1343.75
71117;71;2;2442.85;2476.6;2510.36;0;0
71118;71;69;1063.03;1382.98;1618.18;15;1645.45
71119;71;1;588.89;588.89;588.89;0;0
71120;71;25;789.47;1066.67;1290;12;1248.75
71132;71;13;397.06;455.88;500;0;0
71133;71;17;709.09;811.76;1022.73;4;836.69
71137;71;31;1617.26;2065.48;2341.16;11;1960.78
71150;71;15;1079.15;1123.08;1743.9;0;0
71153;71;281;795.45;975.41;1285.74;108;1183.93
71154;71;3;1044.47;1206.74;1342.73;0;0
71157;71;1;494.51;494.51;494.51;0;0
71158;71;11;758.59;848.48;1111.16;4;960.38
71170;71;1;1696.43;1696.43;1696.43;0;0
71171;71;1;1392.86;1392.86;1392.86;1;1392.86
71176;71;102;489.48;701.33;950.61;43;600
71182;71;1;1107.14;1107.14;1107.14;0;0
71187;71;7;923.54;1021.51;1253.23;0;0
71189;71;2;1278.41;1455.56;1632.71;0;0
71190;71;3;974.62;995.39;1007.9;1;1020.41
71202;71;4;1250;1354.17;1440.2;0;0
71210;71;1;683.33;683.33;683.33;0;0
71212;71;2;365;410;455;0;0
71215;71;1;953.13;953.13;953.13;0;0
71221;71;5;926.83;1393.75;2928.57;0;0
71230;71;15;665.63;772.73;2116.92;3;2615.38
71231;71;1;900;900;900;0;0
71235;71;5;1652.17;1792.45;2115.38;1;1792.45
71263;71;62;996.98;1267.58;1806.38;16;1540.7
71267;71;1;1400;1400;1400;0;0
71269;71;58;1580.26;1733.02;1882.96;34;1798.94
71270;71;1129;1226.39;1567.39;1888.89;400;1666.67
71282;71;1;638.3;638.3;638.3;1;638.3
71289;71;1;893.94;893.94;893.94;0;0
71291;71;1;1764.71;1764.71;1764.71;0;0
71294;71;1;1212.12;1212.12;1212.12;0;0
71295;71;1;433.63;433.63;433.63;0;0
71303;71;2;1400;2050;2700;0;0
71305;71;2;1672.41;1703.45;1734.48;0;0
71306;71;121;714.29;942.39;1138.46;28;838.44
71309;71;6;974.46;1203.58;1661.75;2;814.21
71310;71;10;1291.83;1339.06;1385.42;9;1343.75
71320;71;2;1342.86;1685.71;2028.57;2;1685.71
71329;71;2;1169.42;1215.51;1261.6;0;0
71336;71;1;1136.36;1136.36;1136.36;1;1136.36
71342;71;174;932.36;1292.56;1658.88;47;1265.17
71346;71;2;574.61;833.43;1092.25;1;1351.06
71351;71;7;833.33;1083.33;1175;0;0
71360;71;5;2033.69;2064.85;2209.41;1;2064.85
71369;71;2;2913.24;3020.59;3127.94;0;0
71371;71;11;2153.82;2538.55;2567.97;4;2497.15
71372;71;2;1721.82;1739.93;1758.05;0;0
71373;71;4;352.84;392.37;462.23;0;0
71378;71;4;1545.46;1706.56;1995.19;2;2163.46
71397;71;1;1027.4;1027.4;1027.4;0;0
71404;71;3;2021.13;2485.29;2602.94;0;0
71416;71;1;2285.71;2285.71;2285.71;0;0
71417;71;2;427.71;445.78;463.86;0;0
71419;71;5;1235.29;1483.33;1513.16;0;0
71420;71;4;1065.49;1148.81;1214.97;1;1288.46
71436;71;4;587.66;698.85;772.95;0;0
71440;71;1;1190.48;1190.48;1190.48;1;1190.48
71443;71;1;794.44;794.44;794.44;0;0
71444;71;1;1177.82;1177.82;1177.82;0;0
71445;71;43;1225.61;1444.44;1660.05;11;1629.63
71448;71;2;1520.83;1591.67;1662.5;0;0
71460;71;1;3268.84;3268.84;3268.84;0;0
71475;71;36;1420.79;1875;2153.08;14;1902.62
71479;71;1;720.59;720.59;720.59;1;720.59
71481;71;2;2037.95;2072.92;2107.89;0;0
71486;71;6;752.38;1192.87;1481.48;0;0
71491;71;1;1511.11;1511.11;1511.11;0;0
71494;71;1;1981.01;1981.01;1981.01;0;0
71495;71;2;470.83;591.67;712.5;1;833.33
71497;71;9;1802.33;2106.06;2269.23;3;2765.69
71499;71;1;681.29;681.29;681.29;0;0
71508;71;1;1347.83;1347.83;1347.83;1;1347.83
71512;71;8;947.17;1189.41;1523.99;3;1684.21
71528;71;1;1200;1200;1200;0;0
71533;71;1;3285.71;3285.71;3285.71;1;3285.71
71540;71;2;844.55;1007.27;1170;0;0
71542;71;2;1068.11;1451.03;1833.95;1;685.19
71543;71;90;1031.97;1198.79;1382.21;19;1260.18
71550;71;2;545.66;746.69;947.73;0;0
71556;71;7;2338.46;2415.38;2437.3;2;2790.91
71558;71;2;923.08;923.08;923.08;0;0
71566;71;7;563.42;1000;1137.32;2;1314.17
71574;71;1;2051.61;2051.61;2051.61;0;0
71585;71;4;1391.9;1510.7;1581.53;3;1491.4
72003;72;95;1159.66;1370.69;1508.45;39;1490.57
72029;72;1;500;500;500;1;500
72035;72;2;458.33;583.33;708.33;2;583.33
72039;72;5;714.29;738.64;803.57;2;743.47
72042;72;1;562.5;562.5;562.5;0;0
72054;72;1;1157.89;1157.89;1157.89;0;0
72058;72;4;1741.96;1812.24;1938.01;1;1867.35
72065;72;2;2039.74;2243.67;2447.59;0;0
72068;72;3;756.97;882.35;1041.18;2;1041.18
72071;72;2;560.1;706.73;853.37;0;0
72095;72;58;1270.57;1612.36;2090.26;15;1942.31
72103;72;1;597.01;597.01;597.01;0;0
72124;72;9;931.03;1126.44;1310.34;1;960
72132;72;70;944.47;1328.9;2130.6;20;1371.53
72154;72;38;1118.67;1323.79;1771.43;16;1481.48
72172;72;1;454.55;454.55;454.55;1;454.55
72179;72;2;1112.88;1114.65;1116.41;0;0
72180;72;15;971.83;1239.13;1516.1;3;750
72181;72;3632;1465.34;1875;2290.66;1758;2064.87
72196;72;1;1168.29;1168.29;1168.29;0;0
72198;72;1;1509.62;1509.62;1509.62;1;1509.62
72205;72;1;333.33;333.33;333.33;0;0
72212;72;1;1263.16;1263.16;1263.16;0;0
72213;72;3;5221.36;5470;5470;3;5470
72241;72;1;2181.82;2181.82;2181.82;1;2181.82
72244;72;32;2000;2115.56;2166.67;29;2120
72260;72;11;1501.28;1631.96;1833.33;9;1631.96
72262;72;1;869.57;869.57;869.57;1;869.57
72264;72;62;1097.09;1306.62;1552.28;16;1269.06
72268;72;2;509.74;511.54;513.35;1;515.15
72269;72;1;412.37;412.37;412.37;0;0
72280;72;1;1511.63;1511.63;1511.63;1;1511.63
72315;72;1;342.86;342.86;342.86;0;0
72329;72;1;1843.75;1843.75;1843.75;1;1843.75
72330;72;1;743.24;743.24;743.24;0;0
72334;72;1;470.98;470.98;470.98;0;0
72346;72;9;1500;1578.95;1736.11;7;1562.5
73001;73;8;2467.07;2624.17;3136.36;4;3097.73
73003;73;67;1832.65;2545.45;3393.43;26;3063.99
73004;73;62;1802.64;2042.46;2374.97;54;2096.03
73005;73;1;595.59;595.59;595.59;0;0
73006;73;319;3149.94;4000;4855.93;250;4180.11
73007;73;5;2455.7;2552.63;2754.1;2;2460.53
73008;73;1648;3410.44;4241.75;5008.54;844;4583.97
73010;73;61;3018.89;3310.89;3822.09;16;3767.27
73011;73;810;1815.38;2205.87;2620.95;299;2414.81
73012;73;1;1488.86;1488.86;1488.86;0;0
73013;73;88;2137.45;2667.5;3140.93;78;2693.37
73015;73;430;7996.7;10047.23;12164.77;317;9666.67
73017;73;2;2431.1;2873.83;3316.56;0;0
73018;73;12;2152.31;2628.51;2900.39;0;0
73019;73;3;865.74;1000;1512.35;1;1000
73020;73;1;3141.07;3141.07;3141.07;0;0
73021;73;5;1009.17;1612.78;1720;0;0
73023;73;59;3195.24;3630.95;4243.27;54;3625
73024;73;181;4267.07;4833.33;5388.89;161;4833.33
73026;73;2;1642.93;2143.01;2643.09;1;3143.17
73029;73;121;2641.18;3114.29;3886.27;29;3436.17
73030;73;87;2875.24;3287.5;3924.45;25;3728.68
73031;73;175;2750.46;3402.99;4030.83;40;3862.66
73032;73;9;2000;2111.11;2660;0;0
73033;73;3;1793.59;1869.57;1998.36;0;0
73034;73;70;4237.44;5061.03;5868.96;48;5139.85
73036;73;3;1995.64;3082.19;3569.26;0;0
73040;73;42;3699.07;4893.06;5721.29;29;4925
73041;73;2;1687.08;2263.06;2839.03;0;0
73043;73;15;2506.52;2870;3515.66;1;1250
73047;73;6;5473.91;5678.65;6314.31;4;5678.65
73050;73;3;3084.87;4628.21;4693.33;1;1541.54
73051;73;128;3368.22;4287.59;4981.67;55;4289.47
73054;73;750;3887.11;4686.22;5907.5;533;4909.06
73055;73;54;4302.45;4920.06;6022.48;20;5713.69
73057;73;122;3548.79;3936.79;4346.96;104;4001.79
73058;73;13;936.36;1300;1487.12;5;1217.39
73059;73;24;3963.98;5464.02;6698.97;10;4843.98
73063;73;3;1337.62;1993.42;2196.71;2;1540.91
73064;73;157;2879.31;3490.74;3981.88;59;3897.96
73065;73;2316;2361.83;2863.64;3447.58;804;3309.82
73067;73;32;1577.79;1861.95;2556.78;15;2003.26
73068;73;1;2920.44;2920.44;2920.44;1;2920.44
73069;73;3;1088.38;1154.55;1456.12;1;1757.69
73071;73;80;4879.24;5453.48;6649.86;52;5384.78
73073;73;1;2071.43;2071.43;2071.43;0;0
73076;73;1;4635.17;4635.17;4635.17;0;0
73077;73;4;2503.1;2969.51;4192.2;1;1733.33
73081;73;12;1634.33;1949.91;2390.98;2;3260.09
73082;73;8;3355.47;3471.78;3760.57;2;3648.49
73083;73;1;1121.54;1121.54;1121.54;0;0
73084;73;5;3110.39;3166.74;3309.4;1;5357.14
73085;73;17;2076.92;2496.52;3010.31;2;2871.47
73087;73;209;2250;2851.85;3595.38;51;3586.96
73088;73;31;4404.05;4900;5840.06;25;4886.59
73089;73;4;1598.61;1963.61;2409.97;0;0
73090;73;1;2285.09;2285.09;2285.09;1;2285.09
73092;73;2;1710.78;1847.48;1984.18;1;1574.07
73094;73;29;5000;5575.51;6941.18;21;5521.74
73095;73;3;1564.93;1892.86;2313.69;0;0
73096;73;4;2099.68;2223.76;2345.22;1;2037.04
73097;73;3;2731.09;3595.51;3779.46;1;1866.67
73098;73;56;2787.2;3066.92;3661.25;52;3037.36
73099;73;1;1208.33;1208.33;1208.33;0;0
73100;73;16;1779.6;1892.39;1911;6;1906.84
73101;73;1;1461.54;1461.54;1461.54;0;0
73103;73;60;3851.77;4238.23;4521.35;16;4322.59
73104;73;2;1429.97;1521.47;1612.97;0;0
73105;73;20;1482.87;1659.68;1938.41;7;1731.48
73107;73;6;1712.67;1901.16;2396.1;5;1937.5
73109;73;2;2384.62;2384.62;2384.62;0;0
73110;73;2;871.43;1342.86;1814.29;0;0
73114;73;62;3131.07;3493.3;4221.02;50;3507.22
73116;73;217;2900;3389.83;3900;194;3382.03
73117;73;22;723.73;951.83;1247.28;6;1079.58
73119;73;1;1261.54;1261.54;1261.54;0;0
73121;73;23;1953.9;2188.35;2583.18;6;2230.54
73123;73;53;3076.92;3690.28;4609.12;42;3859.76
73124;73;22;2245.39;2701.43;3041.11;7;3057.45
73128;73;58;3516.19;4104.12;4559.67;18;4512.21
73129;73;13;2010.91;2169.81;2641.27;4;2444.23
73130;73;10;1429.37;2028.03;2389.21;0;0
73131;73;2;2336.81;2413;2489.19;1;2565.38
73132;73;199;5793.54;6760;7606.58;167;6818.18
73133;73;3;2124.43;2175.29;2264.12;0;0
73135;73;8;804.36;1138.9;1435.23;1;1311.9
73137;73;115;3500;3933.33;4278.72;48;3989.06
73138;73;2;2472.22;2481.48;2490.74;1;2462.96
73139;73;1;1029.41;1029.41;1029.41;0;0
73141;73;5;2693.06;3679.89;3764;1;4054
73142;73;62;4006.58;5002.46;6811.98;48;5002.46
73146;73;8;2702.59;2886.9;3173.21;3;3645.24
73150;73;777;3882.95;4653.33;5638.71;656;4737.21
73151;73;23;2997.26;3722.06;3827.69;5;3647.22
73153;73;8;2016.53;2373.48;2684.01;2;2335.62
73154;73;34;2414.52;3065.66;3436.11;9;3272.73
73155;73;41;3939.39;4387.1;4661.76;7;4766.67
73157;73;311;1396.57;2247.06;2771.53;198;2585.87
73159;73;2;2204.97;2314.42;2423.88;0;0
73160;73;4;4065.68;4159.04;4306.58;0;0
73161;73;3;2230.01;3185.52;3375.56;0;0
73164;73;7;3126.78;3341.9;3508.24;0;0
73170;73;1;1783.02;1783.02;1783.02;0;0
73171;73;91;1934.55;2320.29;2851.11;16;2801.56
73173;73;7;1423.95;2304.48;2810.48;2;2575.32
73176;73;171;4687.49;5408.52;6633.96;129;5348.96
73177;73;1;2989.55;2989.55;2989.55;0;0
73179;73;268;2969.93;3508.47;3854.24;77;3819.12
73181;73;115;1497.76;1886.36;2242.07;45;1933.33
73182;73;15;4432.25;4722.08;5103.65;2;5252.78
73183;73;15;3777.11;4223.08;4353.92;7;4223.08
73184;73;2;1995.98;2032.78;2069.58;1;2106.38
73186;73;113;3953.23;4777.53;5505.76;92;4815.33
73187;73;38;1927.24;2586.31;3619.52;27;2925
73189;73;2;1497.32;1923.21;2349.11;2;1923.21
73190;73;7;2237.83;2500;2882.03;7;2500
73191;73;13;2448.75;3618.53;4151.16;5;4151.16
73194;73;68;2460.12;2842.79;3108.12;64;2879.59
73196;73;6;1522.88;2779.64;3264.97;2;3449.41
73197;73;75;3933.13;4621.7;5502.9;45;4839.41
73200;73;4;2501.7;2772.36;2956.39;0;0
73201;73;5;1428.33;2680.82;2857.14;1;1315.79
73204;73;46;1504.22;1831.08;2127.75;19;1935.48
73206;73;80;3742.45;4449.36;5430.2;65;4473.27
73207;73;1;520;520;520;1;520
73208;73;6;2901.78;3848.26;4175.79;2;2376.92
73211;73;5;975.33;1728;1781.82;1;1781.82
73212;73;20;1226.45;1514.92;1687.61;4;1449.67
73213;73;238;2749.88;3278.21;3779.32;57;3623.96
73215;73;56;1716.69;2023.05;2451.07;21;1946.94
73218;73;11;571.26;1591.43;2174.36;7;2096
73219;73;6;2689.09;2814.95;2954.58;1;2920.59
73220;73;2;1838.45;1890.07;1941.69;0;0
73221;73;2;1221.09;1385.05;1549;0;0
73222;73;102;2991.14;3516.77;3991.02;27;3723.4
73223;73;6;1254.03;1320.88;1621.68;4;1484.92
73224;73;19;1656.7;2154.64;2515.76;5;2211.35
73225;73;55;2649.69;3000.33;3245.55;8;3333.06
73226;73;7;730.1;1120.69;1401.64;2;969.39
73227;73;316;8676.63;10698.1;14356.74;186;10405.67
73228;73;7;1736.56;3695.12;3894.59;0;0
73230;73;17;2229.7;2702.7;2840.38;10;2637.25
73231;73;6;1781.03;1939.82;2080.91;3;1960
73232;73;44;3442.22;4878.13;6146.36;16;3807.22
73234;73;2;2426.65;2449.04;2471.43;1;2404.26
73235;73;258;2947.79;3542.94;4000;234;3571.29
73236;73;39;1244.63;1533.57;2000.18;14;2287.58
73241;73;4;1248.73;1770.6;2243.72;2;1770.6
73242;73;88;1990.59;2625.74;3389.97;74;2671.98
73243;73;12;2497.34;2959.38;3481.01;2;3251.72
73245;73;3;874.01;1129.03;2034.58;0;0
73246;73;3;1405.71;1670;2115.18;0;0
73247;73;1;2421.74;2421.74;2421.74;0;0
73248;73;201;1571.43;1850;2086.96;36;2052.07
73249;73;68;3448.26;3866.28;4125.51;8;3865.55
73250;73;5;1169.01;1269.84;1880.2;0;0
73253;73;5;1404.69;1710.14;2095.74;1;2095.74
73256;73;1;1563.83;1563.83;1563.83;0;0
73257;73;794;5749.06;6957.75;9151.25;633;7105.26
73258;73;3;1161.65;1894.74;2229.42;1;428.57
73259;73;2;1676.34;2174.91;2673.48;1;1177.78
73261;73;38;1040.98;1292.19;1672.8;10;1325.04
73262;73;14;2496.47;3059.63;3469.32;13;3023.81
73263;73;1;2642.17;2642.17;2642.17;0;0
73265;73;4;2454.23;3217.42;3795.9;1;3452.38
73267;73;16;2083.33;2444;2913.05;15;2408
73268;73;4;1831.25;2474.66;2961.85;2;2162.22
73270;73;67;1903.24;2347.83;2908.88;24;2381.52
73273;73;2;2825.5;3217;3608.5;2;3217
73274;73;3;1320.41;1895.76;2058.99;2;2058.99
73277;73;1;1772.15;1772.15;1772.15;0;0
73278;73;7;1458.33;1671.43;1816.8;0;0
73280;73;184;2751.76;3217.15;3675.64;166;3206.5
73281;73;1;1490;1490;1490;0;0
73282;73;3;1637.35;1732.14;2071.9;1;2411.67
73283;73;4;2106.29;2352.36;2587.06;2;2589.77
73284;73;22;1904.06;2285.32;2701.92;8;2787.39
73285;73;61;3076.23;3760.63;4167.14;17;4081.08
73286;73;6;2130.81;3004.16;3096.45;2;3155.53
73288;73;19;3039.36;3615.22;3942.85;1;2988.98
73290;73;174;2624.14;3413.79;4206.07;137;3394.74
73294;73;1;5019.26;5019.26;5019.26;1;5019.26
73296;73;482;6506.4;8033.33;9825.4;352;8143.32
73298;73;2;934;1012.74;1091.48;1;1170.21
73300;73;61;3943.66;4810.61;5677.78;34;5000
73301;73;12;3585.08;4000.46;4362.56;2;4725.91
73302;73;2;1706.93;1970.76;2234.59;0;0
73303;73;61;1708.33;2013.1;2505.43;30;2156.26
73304;73;293;10217.39;12108.65;14879.59;228;11834.09
73306;73;216;4242.19;5150.61;6051.39;177;5029.63
73307;73;217;2716.77;3280.83;4002.86;209;3296.3
73308;73;1;987.5;987.5;987.5;0;0
73310;73;1;3152.7;3152.7;3152.7;0;0
73312;73;1;1281.82;1281.82;1281.82;1;1281.82
73315;73;1;1744.44;1744.44;1744.44;0;0
73316;73;2;1493.41;1551.63;1609.85;0;0
73317;73;65;4928.57;5680.85;6625;39;5675
73318;73;299;2047.62;2391.3;2714.29;238;2480.95
73320;73;3;1426.9;1456.9;2200.11;0;0
73322;73;111;2783.96;3229.31;3644.56;107;3229.31
73323;73;5;2898.55;3000;3802.82;0;0
73326;73;10;2327.65;3531.15;3572.16;2;3173.91
73328;73;30;3109.87;3796.49;4123.88;7;4125
73329;73;29;3434.29;4110;4423.08;10;4004.82
73330;73;34;1326.89;1996.79;2745.04;10;2129.36
74001;74;105;3000;3433.33;4025.86;91;3416.67
74002;74;39;3844.61;4124.65;4383.32;7;4450
74003;74;10;4253.81;4819.51;4985.75;1;5000
74004;74;1;3770.45;3770.45;3770.45;0;0
74005;74;43;3062.93;3548.41;4050.49;11;3441.86
74006;74;82;4281.21;4699.88;5097.77;26;5208.66
74007;74;54;3647.46;4221.78;4529.69;7;4500
74008;74;325;3111.11;3627.27;4230.77;162;3710.42
74009;74;7;3448.73;3670.21;4433.7;0;0
74010;74;4836;4158.63;5088.68;6088.49;1762;5500
74012;74;1806;2875.09;3366.45;3903.03;735;3653.85
74013;74;38;4304.66;4923.92;5346.73;13;5243.9
74014;74;514;3742.28;4586.11;5584.85;407;4595.78
74015;74;6;2831.97;3080.13;3669.84;1;4651.16
74016;74;71;4232.68;4979.48;5406.73;18;5244.22
74018;74;27;3284.04;3983.05;4437.52;6;4969.33
74019;74;66;5103.41;5772.36;6242.73;16;6010.78
74020;74;8;2952.91;4254.71;4691.97;2;3294.85
74021;74;15;3935.97;4057.97;4135.99;0;0
74024;74;20;2732.13;3272.69;3654.22;5;4316.67
74025;74;15;2841.89;3917.53;4423.14;2;3813.94
74026;74;103;3971.24;4419.57;4878.05;51;4771
74027;74;2;4208.96;4214.69;4220.42;0;0
74029;74;1;2272.78;2272.78;2272.78;0;0
74030;74;1;2423.08;2423.08;2423.08;0;0
74031;74;83;4185.52;4825;5242.87;24;4908.11
74032;74;94;2426.53;2597.02;2960.3;74;2601.39
74033;74;107;2981.48;3412.94;3795.65;81;3453.26
74034;74;119;2105.26;2500;3027.98;106;2415.79
74035;74;1;3197.53;3197.53;3197.53;0;0
74036;74;5;5405.59;6407.06;6964.14;1;7709.09
74037;74;33;2350;3166.67;3935.28;12;3751
74038;74;42;2491.67;2981.28;3418.11;39;2997.04
74040;74;59;3498.28;3972.22;4231.63;22;4183.09
74041;74;5;2548.78;2708.33;2840.91;3;2708.33
74042;74;457;2500;3052.63;3539.68;199;3215.79
74043;74;91;3211.54;3843.75;4339.89;34;4024.02
74044;74;21;4640.63;5050.65;5389.61;6;4797.96
74045;74;1;1780.82;1780.82;1780.82;0;0
74048;74;6;1886.16;3239.22;3569.34;0;0
74049;74;5;1875;1924.73;2500;2;2825
74051;74;8;3803.22;4043.92;4219.21;0;0
74052;74;8;3920.8;4220.2;4432.73;1;4488.37
74053;74;3;2563.83;3000;3429.82;0;0
74054;74;13;3579.27;3720;3830.77;5;3720
74055;74;7;1791.03;2150.44;2569.92;0;0
74056;74;856;7311.8;8702.77;10368.58;589;8655.38
74057;74;4;3057.32;3184.56;3417.84;0;0
74058;74;102;3745.45;4540.55;5222.87;74;4493.64
74059;74;1;3187.18;3187.18;3187.18;0;0
74061;74;13;4484.41;4693.88;5000;3;4956.52
74062;74;26;4454.54;4820.96;5199.07;5;5021.28
74063;74;344;4477.05;5239.29;5976.18;271;5151.11
74064;74;6;2375.56;3018.43;3149.42;4;3018.43
74067;74;40;4595;4902.42;5332.59;11;5326.09
74069;74;16;3000.39;4049.74;4497.31;1;3170.21
74070;74;120;4076.21;4475.89;4824.23;41;4673.91
74073;74;1;3116.88;3116.88;3116.88;0;0
74074;74;8;3904.64;3983.33;4625.38;4;4203.04
74075;74;16;2798.56;3382.6;3879.75;0;0
74076;74;7;2881.67;4050;4591.44;2;4678.15
74077;74;6;1875.27;2941.9;3452.42;1;3529.41
74078;74;3;1915.94;2017.6;2901.43;0;0
74079;74;5;3094.08;3452.38;4680.95;3;4680.95
74080;74;203;7541.25;8809.53;10348.33;151;8696.09
74081;74;586;1616.99;2121.49;2624.59;189;2333.33
74082;74;136;3937.16;4397.78;4805.66;53;4551.72
74083;74;187;4533.92;5247.37;6412.02;134;5000
74085;74;170;4536.89;5284.6;5995.32;141;5250
74086;74;8;2915.4;3183.29;3636.06;0;0
74087;74;25;3516.67;3843.14;4425;6;4427.5
74088;74;28;3940.19;4459.91;4782.32;2;5009.81
74089;74;46;4046;4932.02;6155.76;36;5304.17
74090;74;15;3869.42;4107.14;4488.81;2;5009.51
74091;74;2;2948.31;3257.73;3567.16;1;3876.58
74094;74;68;3685.47;4166.92;4550.95;18;4371.59
74096;74;116;3658.28;4409.11;4935.22;31;4931.82
74097;74;5;1086.96;2394.37;3115.71;0;0
74098;74;14;4755.92;5145.63;5549;5;5200
74099;74;108;4980.66;6042.28;7498.46;88;5852.08
74100;74;2;2727.17;2865.4;3003.63;0;0
74101;74;9;3308.41;3822.22;3860.76;1;3822.22
74102;74;6;4261.41;4886.52;5754.73;2;5048.59
74103;74;29;2352.38;2848.84;3557.41;7;2466.64
74104;74;84;3624.12;4227.18;5074.03;25;4955.56
74105;74;186;3468.66;3972.46;4516.13;90;4272.73
74106;74;6;2121.52;2601.23;3768.51;0;0
74107;74;1;2626.26;2626.26;2626.26;0;0
74108;74;20;5423.13;6011.94;6961.38;9;5982.22
74109;74;19;2927.54;3253.97;3496.03;4;3567.31
74112;74;181;4640.52;5248.57;5935.9;51;5444.44
74116;74;19;3846.21;4065.93;4526.82;3;4908.51
74117;74;3;3389.76;3724.81;4223.51;1;4722.22
74118;74;81;3805.97;4285.71;4670.59;44;4441.29
74119;74;565;3607.84;4419.19;5298.51;240;4367.17
74121;74;19;4138.76;4869.57;5200.15;7;4869.57
74122;74;4;3573.13;3986.24;4226.16;0;0
74123;74;168;2385.64;3038.27;3500.26;64;3283.91
74124;74;27;4012.62;5042.31;5276.7;2;4783.86
74126;74;2;2686.58;2825.99;2965.4;0;0
74127;74;6;3223.95;3584.62;3751.42;1;4159.09
74128;74;38;2450.4;3416.51;4336.22;9;4458.65
74131;74;38;2588.5;3094.59;3753.84;4;3723.98
74133;74;547;3062.02;3529.41;4000;321;3495.45
74134;74;276;6026.67;7131.09;8514.08;204;7056.25
74135;74;32;1907.53;2377.06;3241.54;25;2460
74136;74;262;5401.11;6252.97;6963.64;202;6327.86
74137;74;74;3988.44;4613.75;5122.44;29;4637.5
74138;74;21;3685.83;4049.25;4400;8;4351.18
74139;74;5;2326.86;2670.45;2770.68;0;0
74140;74;103;2435.25;2726.32;3021.94;76;2791.67
74141;74;6;3246.25;3434.96;3564.61;0;0
74142;74;3;3801.54;4065.91;4217.95;1;4370
74143;74;302;5544.03;6567.95;7397.75;223;6691.49
74144;74;11;2817.53;4101.53;4740.97;0;0
74145;74;3;3543.2;3663.25;3667.83;0;0
74146;74;7;3833.82;4045.16;4093.55;2;4762.79
74147;74;22;3729.47;4416.39;4995.41;8;4182.31
74148;74;7;3010.32;3407.69;3928.66;5;3750
74150;74;6;2389.63;3177.28;3428.49;0;0
74151;74;1;4129.03;4129.03;4129.03;0;0
74152;74;22;3954.72;4843.55;5092.81;6;5026.52
74153;74;11;3151.72;3978.98;4413.24;4;3784.71
74154;74;68;2101.94;3085.37;3912;40;3011.9
74155;74;6;2241.67;2494.83;2803.37;3;2689.66
74156;74;1;2839.51;2839.51;2839.51;0;0
74157;74;6;2690.11;3096.57;3284.83;0;0
74158;74;10;3687.98;3988.45;4541.25;1;4229.49
74159;74;61;2014.29;2942.86;4697.06;10;4326.23
74160;74;146;4792.19;5408.33;6168.28;138;5425.72
74161;74;17;3076.92;3756.92;4877.53;3;5573.17
74162;74;9;3633.33;3687.5;3833.33;5;3687.5
74163;74;9;3780;3837.21;4234.18;3;3780
74164;74;102;2337.72;2912.39;3377.36;37;2954.55
74165;74;3;3556.64;3888.89;4085.07;0;0
74166;74;14;2682.06;3378.44;4291.14;2;3556.25
74167;74;12;1290.32;1575.4;1912.63;0;0
74168;74;5;3881.01;4249.46;4401.73;0;0
74169;74;111;2159.32;2631.58;3097.69;25;2873.03
74170;74;1;388.89;388.89;388.89;0;0
74171;74;19;3691.56;4309.52;4546.14;5;4309.52
74172;74;33;3920;4459.46;5197.92;9;5197.92
74173;74;529;7650;9446.38;11311.02;307;9145.53
74174;74;2;1633.72;1749.58;1865.45;0;0
74175;74;23;2467.41;2833.33;3309.23;8;2854.17
74176;74;38;5423.58;6934.46;8398.97;10;6232.23
74177;74;5;2466.67;2566.67;2609.38;0;0
74178;74;1;2850;2850;2850;0;0
74179;74;1;3688.98;3688.98;3688.98;0;0
74180;74;27;3362.04;4084.51;4522.99;4;3781.4
74183;74;57;2671.88;3005.26;3681.41;35;3005.26
74184;74;11;3203.49;3996.59;4146.76;4;4146.76
74185;74;25;2943.82;3441.18;3737.37;5;3661.11
74186;74;2;4484.7;4487.58;4490.45;1;4481.82
74188;74;60;4538.07;5272.63;6277.02;39;5583.33
74189;74;75;2268.51;2518.52;3144.7;55;2477.27
74190;74;236;3570.7;4169.64;4699.49;198;4156.72
74191;74;638;6078.04;7305.25;8500;485;7302.8
74192;74;12;1768.27;1932.65;3561.16;5;1800
74193;74;8;3714.63;3822.01;3859.72;3;3814.18
74194;74;8;4424.23;4503.48;4665.22;1;4437.74
74195;74;2;1717.74;1829.39;1941.03;0;0
74196;74;1;2127.66;2127.66;2127.66;0;0
74197;74;66;3197.19;3503.47;3802.3;49;3625
74198;74;5;4782.61;5165.32;5177.42;0;0
74199;74;6;2166.78;3143.91;4466.09;2;3652.85
74200;74;66;3876.63;4446.08;4848.48;29;4421.05
74201;74;41;4433.33;4745.51;5398.71;10;5805.23
74202;74;15;4569.28;4966.43;5468.75;4;5502.09
74203;74;3;1232.37;1241.58;1448.29;3;1241.58
74205;74;59;2422.06;2878.79;3375.36;51;2894.21
