INSEE_C;DEP;n;p25;p50;p75;n_small;p50_small
30026;30;15;660.18;730.77;1124.06;4;1124.06
30027;30;2;2350;3620;4890;2;3620
30028;30;343;1171.76;1454.55;1800;154;1553.81
30029;30;8;1017.05;1200.9;1331.08;8;1200.9
30030;30;1;714.29;714.29;714.29;0;0
30032;30;193;888.89;1135.42;1470.59;62;1295.88
30033;30;19;1477.2;1989.4;2270.83;5;2291.67
30034;30;17;2172.62;2698.21;2810.55;6;2894.77
30036;30;18;2072.92;2373.14;2687.63;4;2233.94
30037;30;32;541.11;701.62;942.71;12;922.24
30038;30;6;983.5;1047.22;1393.29;6;1047.22
30039;30;7;1333.68;1792.21;1830.79;0;0
30045;30;5;590.91;607.69;1480;3;607.69
30047;30;27;2273.46;2546.88;2774.65;10;2627.59
30051;30;7;617.39;626.09;923.49;1;1205.88
30052;30;2;1736.21;1784.93;1833.64;0;0
30059;30;4;1827.4;2373.75;2965.39;2;3144.82
30060;30;11;2307.51;2492.31;3070.88;4;2902.26
30061;30;19;2154.19;2358.46;2545.43;1;2037.04
30062;30;143;2627.18;2952.7;3259.61;113;3000
30073;30;1;2375;2375;2375;0;0
30075;30;9;2674.42;3000;3300;8;3085
30076;30;4;2195.89;2362.4;2632.06;0;0
30077;30;1;1500;1500;1500;1;1500
30079;30;1;1860.04;1860.04;1860.04;0;0
30080;30;7;533.22;611.11;802.34;3;611.11
30081;30;2;1758.44;1763.2;1767.96;0;0
30082;30;12;2346.38;2479.51;2705.4;4;2957.45
30083;30;7;2516.24;2679.25;2991.17;5;2679.25
30084;30;3;959.04;1161.67;2136.39;0;0
30089;30;2;777.11;1099.68;1422.24;0;0
30090;30;1;1285.71;1285.71;1285.71;0;0
30091;30;1;2202.38;2202.38;2202.38;0;0
30092;30;7;1572.22;1752.5;2440.16;3;1711.11
30094;30;1;3845.24;3845.24;3845.24;0;0
30095;30;1;1441.86;1441.86;1441.86;1;1441.86
30096;30;1;2891.67;2891.67;2891.67;0;0
30097;30;1;1858.97;1858.97;1858.97;0;0
30100;30;2;2422.64;2657.79;2892.93;1;2187.5
30102;30;1;1273.4;1273.4;1273.4;1;1273.4
30103;30;3;1769.68;1782.61;1954.94;2;1942.01
30105;30;5;625;761.9;769.23;4;765.57
30106;30;1;1074.07;1074.07;1074.07;1;1074.07
30109;30;1;3750;3750;3750;1;3750
30114;30;2;1442.16;1928.9;2415.64;1;2902.38
30115;30;3;1659.31;1735.29;1917.65;2;1841.67
30116;30;1;1853.33;1853.33;1853.33;0;0
30117;30;15;2397.49;2569.44;2856.43;6;2742.54
30120;30;7;678.14;847.86;1084.35;2;2039.91
30122;30;1;1505.88;1505.88;1505.88;0;0
30123;30;22;2358.97;2780.57;3242.99;10;3175.85
30124;30;1;1745.45;1745.45;1745.45;1;1745.45
30125;30;27;2132.53;2523;2796.62;14;2589.49
30128;30;25;2118.64;2344.26;2625;12;2411.5
30130;30;8;644.74;974.25;1156.09;3;1027.45
30131;30;6;1272.42;1932;2469.12;3;2244.9
30132;30;47;523.86;700;949.9;15;729.73
30133;30;2163;4233.33;5020;6074.47;1892;5000
30135;30;20;2420.56;2640.12;2783.88;1;1625
30138;30;6;1794.66;2386.13;2735.61;2;2218.19
30140;30;7;658.75;833.33;1135.77;1;833.33
30141;30;17;1519.23;2163.64;2605.97;2;1495.73
30142;30;3;420;540;555.71;2;435.71
30144;30;1;9428.57;9428.57;9428.57;0;0
30145;30;1;1035.09;1035.09;1035.09;0;0
30147;30;3;1615.62;2394.03;2951.94;1;837.21
30149;30;1;2212.12;2212.12;2212.12;0;0
30151;30;2;1512.33;1993;2473.67;0;0
30152;30;1;538.62;538.62;538.62;0;0
30153;30;1;675.68;675.68;675.68;1;675.68
30154;30;1;2500;2500;2500;1;2500
30155;30;6;2042.42;2948.18;3318.75;5;3060
30156;30;61;2168.75;2363.88;2558.14;22;2506.08
30159;30;10;478.68;651.62;825.89;2;509.43
30160;30;1;1900;1900;1900;0;0
30162;30;2;1575.83;1673.89;1771.94;1;1477.78
30164;30;3;1585.61;2053.57;2251.53;2;1783.57
30166;30;5;1330.95;1452.38;2069.18;3;1330.95
30167;30;2;818.97;939.14;1059.31;0;0
30169;30;28;1970.59;2213.63;2418.48;16;2213.63
30170;30;6;541.67;871.31;1440.73;3;500
30171;30;17;675.68;923.47;1250;6;702.12
30174;30;1;4759.26;4759.26;4759.26;1;4759.26
30176;30;2;328.13;343.75;359.38;1;312.5
30177;30;1;2567.57;2567.57;2567.57;0;0
30178;30;1;2000;2000;2000;1;2000
30179;30;5;1855.47;1889.09;2821.43;1;1889.09
30182;30;1;2772.15;2772.15;2772.15;0;0
30183;30;4;1463.17;1863.53;2293.44;2;1114.33
30185;30;4;2486.38;2710.71;3044.27;1;2906.98
30187;30;2;546.36;695.36;844.37;0;0
30189;30;5179;1547.39;2115.38;2648.49;2372;2270.92
30191;30;2;2716.11;2732.85;2749.58;0;0
30192;30;1;1627.91;1627.91;1627.91;0;0
30193;30;2;1646.36;1743.41;1840.45;0;0
30194;30;1;2472.53;2472.53;2472.53;0;0
30200;30;1;1022.73;1022.73;1022.73;0;0
30202;30;180;1000;1298.79;1651.04;66;1631.34
30206;30;3;2575.39;2738.1;2879.46;1;2738.1
30209;30;8;2717.86;3119.84;3511.6;2;3610.15
30210;30;14;1468.24;1687.56;1902.64;5;1788.57
30211;30;4;1564.37;1831.62;2153.83;0;0
30212;30;12;1636.25;1869.09;2152.72;5;1920
30214;30;5;1228.57;1379.31;1380.95;1;521.74
30216;30;7;653.97;728.57;872.36;2;589.29
30217;30;22;2653.7;2961.94;3193.98;5;3175.93
30221;30;22;1422.62;1631.91;1981.71;14;1772.6
30223;30;3;970.51;1078.95;1091.85;1;1078.95
30227;30;35;679.57;965.91;1387.58;14;1390.93
30228;30;2;2136.9;2702.38;3267.86;0;0
30229;30;2;820.95;850.23;879.52;0;0
30231;30;3;552.78;655.56;735.68;1;815.8
30233;30;1;5628.57;5628.57;5628.57;1;5628.57
30235;30;2;1589.59;1622.61;1655.62;1;1556.58
30237;30;1;1261.54;1261.54;1261.54;0;0
30239;30;2;1065.22;1643.48;2221.74;1;2800
30241;30;3;958.33;1000;1151.69;0;0
30243;30;43;1632.65;1709.68;1998.53;20;1785.19
30244;30;1;403.65;403.65;403.65;0;0
30245;30;2;2476.16;2628.55;2780.94;1;2933.33
30246;30;1;1542.86;1542.86;1542.86;0;0
30249;30;1;2460.32;2460.32;2460.32;0;0
30251;30;1;1088.89;1088.89;1088.89;1;1088.89
30252;30;1;1693.55;1693.55;1693.55;0;0
30253;30;10;629.58;658.41;741.91;0;0
30254;30;2;1762.96;1943.64;2124.32;0;0
30255;30;14;1505.13;1722.25;2068.19;5;1580
30256;30;1;1173.33;1173.33;1173.33;0;0
30257;30;5;1951.22;2250;2440;3;2250
30258;30;127;1480.45;1723.4;2039.93;82;1768.52
30259;30;4;1347.94;1559.12;1791.76;1;2204.08
30263;30;26;951.86;1176.6;1526.67;13;1094.34
30264;30;1;1375;1375;1375;0;0
30266;30;2;1603.9;1755.54;1907.18;0;0
30267;30;2;1872.5;1911.67;1950.83;0;0
30268;30;9;500;625;885.25;3;380
30269;30;23;1306.07;1444.91;1644.14;15;1444.91
30271;30;1;1000;1000;1000;1;1000
30272;30;1;416.67;416.67;416.67;1;416.67
30273;30;2;1936.64;2006.61;2076.58;0;0
30274;30;6;1186.75;1377.46;1489.45;2;1243.14
30276;30;22;2415.76;2777.55;3395.72;10;3391.44
30278;30;6;2164.53;2418.94;2622.12;1;2119.57
30279;30;2;1040.63;1158.11;1275.58;0;0
30280;30;3;966.75;1071.43;1241.6;2;1241.6
30281;30;7;1411.3;2177.78;2491.03;1;2177.78
30284;30;9;1443.18;1587.3;1633.95;1;684.21
30285;30;2;835.75;899.76;963.77;0;0
30287;30;2;1329.4;1416.72;1504.04;0;0
30288;30;24;613.28;765.63;816.92;14;764.15
30294;30;31;1802.69;2085.11;2833.56;10;1838.26
30295;30;17;2145.16;2589.62;3095.24;8;2938.63
30297;30;1;2916.67;2916.67;2916.67;0;0
30298;30;1;370.37;370.37;370.37;1;370.37
30299;30;1;2741.18;2741.18;2741.18;0;0
30300;30;3;1339.29;1845.24;2000.6;1;833.33
30302;30;1;3066.67;3066.67;3066.67;0;0
30303;30;1;666.67;666.67;666.67;1;666.67
30305;30;19;1195.39;1447.37;1781.21;5;1562.5
30307;30;11;696.43;914.29;1038.81;4;1038.81
30310;30;1;581.63;581.63;581.63;1;581.63
30311;30;29;1010.87;1407.41;1706.52;19;1407.41
30312;30;3;2094.62;2221.15;2246.38;1;2221.15
30313;30;1;1607.14;1607.14;1607.14;0;0
30315;30;3;2255.37;2469.14;3602.99;0;0
30316;30;1;1428.57;1428.57;1428.57;0;0
30317;30;6;895.87;1438.25;2012.03;2;2904.31
30321;30;52;1346.83;1666.67;2246.71;19;1607.14
30322;30;2;737.64;1104.92;1472.19;1;1839.46
30324;30;1;1666.67;1666.67;1666.67;0;0
30325;30;12;765.85;1161.22;1762.14;4;2075.67
30326;30;7;2384.23;2953.16;3316.19;2;3481.96
30328;30;5;1757.45;1800;2416.67;4;1778.72
30330;30;2;1286.93;1482.95;1678.98;2;1482.95
30332;30;1;1194.03;1194.03;1194.03;0;0
30333;30;27;1981.21;2323.33;2749.73;8;2977.38
30334;30;300;2502.29;3195.22;3957.65;143;3196
30336;30;4;1987.56;3534.53;5055;1;1714.29
30339;30;42;1301.04;1915.34;2155.35;35;1981.36
30341;30;89;1714.29;2323.26;2736.84;35;2587.78
30342;30;5;1381.82;1388.57;1533.33;0;0
30344;30;24;2570.52;2826.66;3152.61;3;3091.82
30345;30;6;575.4;689.36;801.9;3;596.67
30346;30;6;2003.46;2306.49;2543.47;2;2310.46
30347;30;3;2570.74;2863.7;2991.26;0;0
30348;30;4;1308.33;1596.15;1868.37;2;1614.94
30349;30;1;773.81;773.81;773.81;0;0
30350;30;96;724.31;932.64;1080.27;36;884.58
30351;30;156;2737.27;3250.64;3795.45;64;3471.79
30352;30;7;2399.54;2527.27;2854.34;1;2803.92
30355;30;1;1020.41;1020.41;1020.41;1;1020.41
30356;30;19;2399.07;2600;2697.09;13;2485.71
31003;31;5;3243.61;3588.39;3672.39;0;0
31004;31;2;2368.76;2416.05;2463.35;1;2510.64
31011;31;1;984;984;984;1;984
31022;31;286;2450.4;2653.16;2909.76;190;2664.61
31026;31;1;612.52;612.52;612.52;0;0
31028;31;21;1143.64;1216.22;1324.32;18;1253.38
31031;31;1;983.61;983.61;983.61;0;0
31032;31;67;2366.59;2597.4;2812.64;24;2725.63
31033;31;170;1524.01;1793.27;2005.68;105;1857.14
31035;31;76;2948.86;3136.11;3460.64;47;3244.44
31036;31;7;3364.29;3421.32;3590.36;5;3563.69
31037;31;5;1742.11;1853.45;1981.48;2;2268.52
31042;31;529;1860.47;2271.43;2695.65;447;2279.41
31044;31;403;3058.68;3404.99;3692.52;159;3404.99
31048;31;10;1776.08;1999.88;2330.03;1;2156.86
31056;31;152;2505.79;2865.05;3181.9;59;2963.64
31057;31;9;2954.55;3222.12;3362.07;2;4256.96
31063;31;2;726.63;824.04;921.45;0;0
31065;31;7;1996.09;2044.44;2216.58;2;2133.33
31066;31;45;1763.64;1900;2133.33;27;1875
31069;31;744;2609.97;2983.05;3333.33;301;3173.91
31079;31;4;2075.33;2220.59;2342.43;1;1683.67
31082;31;1;1907.69;1907.69;1907.69;0;0
31084;31;3;1349.39;1403;1637.96;2;1637.96
31085;31;9;1333.33;1434.78;1572.84;8;1434.06
31088;31;18;2364.3;2493.97;2531.8;7;2500
31091;31;66;2305.89;2611.8;2825.21;39;2622.83
31094;31;20;1984.09;2121.48;2462.58;15;2060.98
31099;31;1;988.37;988.37;988.37;0;0
31106;31;2;1572.84;1584.27;1595.71;0;0
31107;31;38;1859.66;2000;2116.31;27;2026.19
31113;31;373;2768.25;3119.4;3426.06;157;3230.77
31116;31;189;2380.95;2715.79;3000;96;2855.18
31117;31;2;1741.97;1839.01;1936.06;0;0
31118;31;150;2147.91;2381.97;2611.31;104;2408.42
31123;31;1;2776.3;2776.3;2776.3;1;2776.3
31135;31;78;1489.68;1636.27;1796.09;51;1688.89
31136;31;18;2220.23;2523.13;2676.88;10;2544.09
31144;31;1;1220.22;1220.22;1220.22;0;0
31145;31;2;967.39;1157.74;1348.1;0;0
31149;31;957;2090.11;2566;2855.26;344;2785.01
31150;31;125;2288.46;2545.45;2831.67;53;2570.28
31151;31;1;3287.91;3287.91;3287.91;1;3287.91
31157;31;339;2249.44;2535.71;2811.48;141;2630.49
31158;31;1;1177.78;1177.78;1177.78;1;1177.78
31160;31;34;2190.73;2343.74;2531.52;21;2428.57
31161;31;1;2964.48;2964.48;2964.48;0;0
31163;31;9;2771.74;3283.58;3459.17;1;3715.61
31165;31;85;2047.62;2188.68;2391.3;57;2188.68
31169;31;88;2628.9;3065.04;3276.01;35;3224.49
31181;31;11;1842.03;1971.01;2110.85;0;0
31182;31;113;2178.38;2396.55;2575;59;2428.57
31184;31;13;3061.54;3108.29;3377.59;6;3093.66
31186;31;77;2318.18;2590.4;2790;50;2601.32
31187;31;125;2181.82;2404.76;2639.34;80;2418.46
31188;31;7;2121.07;2500;2678.13;4;2296.51
31192;31;1;1944.44;1944.44;1944.44;0;0
31202;31;33;1704.55;2084.43;2488.1;16;1852.27
31203;31;118;2376.88;2666.57;2800.85;68;2674.92
31205;31;96;2402.51;2563.08;2772.77;50;2632.14
31206;31;2;840;880;920;2;880
31210;31;13;1755.1;1965.57;2196.83;3;1845.1
31212;31;2;2544.28;2741.13;2937.98;0;0
31216;31;1;1725;1725;1725;0;0
31221;31;32;1505.21;1736.69;1950.93;30;1769.42
31224;31;8;701.09;761.54;941.88;3;717.39
31227;31;1;3227.52;3227.52;3227.52;0;0
31228;31;16;2632.75;2915.05;3144.77;3;3162.95
31230;31;20;1782.73;2528.26;2802.32;10;2815.1
31232;31;98;1914.1;2059.83;2230.43;35;2025
31239;31;1;696.97;696.97;696.97;0;0
31244;31;1;2714.29;2714.29;2714.29;0;0
31248;31;21;2121.21;2500;2872.09;9;2872.09
31249;31;3;1877.17;1878.79;2000.51;2;1998.89
31252;31;9;2567.16;2611.94;2867.74;4;2596.82
31253;31;14;2036.76;2196.54;2363.17;10;2154.41
31254;31;17;2951.39;3096.67;3460;4;3688.63
31259;31;17;2779.66;3139.03;3390.24;7;3285.71
31263;31;5;2115.74;2196.99;2218.75;0;0
31271;31;6;1900.95;2474.95;2632.85;4;2608.1
31273;31;1;1043.96;1043.96;1043.96;0;0
31277;31;1;1827.96;1827.96;1827.96;0;0
31281;31;4;1693.1;1751.35;1800.68;3;1783.78
31282;31;152;2380.95;2560.29;2830.75;99;2638.64
31284;31;1;2378.78;2378.78;2378.78;0;0
31285;31;1;2504.89;2504.89;2504.89;0;0
31287;31;19;1914.26;2189.66;2248.82;15;2090.91
31291;31;217;2234.04;2473.68;2709.65;133;2506.48
31293;31;16;2186.84;2506.08;2846.35;5;2812.5
31297;31;8;2017.06;2133.65;2208.48;2;2286.67
31299;31;8;1918.09;2165.55;2503.13;6;2347.37
31303;31;12;1816.11;1866.35;2069.92;5;1973.68
31304;31;1;1666.67;1666.67;1666.67;0;0
31311;31;1;5131.08;5131.08;5131.08;0;0
31316;31;1;1151.52;1151.52;1151.52;0;0
31324;31;9;1413.46;1529.41;1568.63;8;1535.54
31341;31;71;2167.6;2300;2487.9;28;2337.79
31344;31;2;564.75;614.04;663.32;0;0
31345;31;1;1535.35;1535.35;1535.35;0;0
31351;31;122;2277.12;2488.63;2660.12;86;2505.1
31355;31;4;3373.06;3538.39;3768.48;1;3396.23
31356;31;7;1596.38;1785.29;2466.67;3;1785.29
31358;31;12;2486.13;2644.08;3010.87;4;2987.5
31360;31;20;1663.31;2625.11;3825.8;11;2038.31
31364;31;9;2392.11;2709.16;3096.1;5;2709.16
31375;31;2;1263.28;1312.27;1361.26;1;1410.26
31377;31;1;2583.33;2583.33;2583.33;0;0
31380;31;1;1375;1375;1375;0;0
31381;31;4;2153.01;2359.22;2619.81;2;2468
31384;31;4;2732.4;2964.31;3922.09;1;6250
31389;31;91;2636.59;2910.92;3129.43;42;2892.05
31390;31;72;809.85;1011.28;1246.17;36;1125.33
31394;31;1;3698.71;3698.71;3698.71;0;0
31395;31;545;1846.15;2140.35;2411.76;272;2281.31
31396;31;161;1569.77;1686.05;1840;110;1718.36
31399;31;6;2106.96;2231.68;2299.83;2;2140.23
31406;31;1;700;700;700;1;700
31407;31;2;2262.63;2490.03;2717.43;0;0
31409;31;29;2516.48;2766.67;3075;14;2863.14
31410;31;30;2398.93;2754.16;3018.24;18;2882.27
31417;31;79;2491.67;2747.58;2975.68;44;2721.31
31418;31;10;3847.16;4268.33;5813.98;5;6164.63
31420;31;28;2473.95;2679.06;2832.39;10;2762.75
31421;31;35;2043.79;2340.43;2520.65;23;2340.43
31424;31;164;2367.53;2646.23;2888.89;85;2675
31425;31;1;1604.69;1604.69;1604.69;0;0
31429;31;25;2782.03;2963.79;3195.12;10;2934.41
31432;31;1;2714.29;2714.29;2714.29;1;2714.29
31433;31;68;1913.88;2517.44;2808.74;41;2602.13
31445;31;65;3317.37;3623.19;4000;22;3731.25
31446;31;418;2482.42;2927.7;3301.54;166;3209.63
31451;31;36;1388.68;1719.84;2150.62;22;1912.5
31454;31;24;1595.21;1746.92;1995.38;9;1923.08
31455;31;1;2816.9;2816.9;2816.9;0;0
31458;31;73;2443.06;2600;2833.33;35;2805
31460;31;45;2311.11;2461.67;2741.94;25;2604.65
31462;31;36;2049.83;2350;2622.2;29;2222.22
31467;31;35;2504.55;2640.45;2834.13;25;2640
31470;31;25;1459.62;1643.46;1988.7;23;1642.86
31471;31;1;1051.61;1051.61;1051.61;0;0
31473;31;35;1580.13;1754.72;1883;13;1693.93
31475;31;7;1827.97;2091.67;2325.69;2;2408.88
31480;31;10;2439.52;2839.04;3139.55;3;3531.71
31481;31;15;1721.39;1888.89;2008.01;8;1944.44
31483;31;297;895.52;1153.85;1333.33;164;1206.73
31484;31;24;2573.19;2803.23;2930.78;15;2857.14
31486;31;7;1875;2184.17;2368.64;4;1875
31488;31;163;2832.83;3095.24;3404.25;92;3080.48
31490;31;43;2327.25;2483.13;2672.29;23;2368.42
31497;31;3;2752.08;3987.5;4480.59;1;4973.68
31499;31;95;1920.76;2125;2291.3;67;2135.42
31500;31;46;1921.98;2539.82;3026.17;36;2566.11
31503;31;3;744.3;849.06;992.43;0;0
31506;31;238;2725.57;3117.13;3436.82;114;3162.04
31507;31;38;1888.07;2086.53;2230.83;33;2095.24
31516;31;4;3862.5;4089.39;4316.45;1;4997.62
31517;31;1;2287.23;2287.23;2287.23;0;0
31523;31;12;1826.32;2086.07;2166.11;1;533.33
31526;31;91;2201.19;2517.05;2826.04;46;2452.53
31533;31;5;1485.71;1514.71;1769.23;1;3617.78
31541;31;136;2854.49;3128.29;3434.11;78;3123.41
31547;31;129;2230.77;2380.95;2590.91;67;2433.33
31553;31;14;1544.08;1688.89;1875;8;1757.73
31555;31;19922;2593.82;3270.32;4149.4;9628;3500
31557;31;349;2747.9;3064.52;3440;161;3156.86
31561;31;80;2782.95;3279.97;3597.23;38;3213.71
31565;31;4;718.81;808.82;911.76;3;882.35
31572;31;6;1615.06;2176.32;2784.22;2;1625.95
31573;31;12;1741.34;2108.62;2298.65;4;2124.62
31574;31;3;1071.43;1428.57;1879.29;1;2330
31575;31;8;2353.63;3012.83;4600.59;0;0
31578;31;1;2487.24;2487.24;2487.24;0;0
31580;31;2;2555.74;2677.11;2798.48;0;0
31582;31;16;1778.93;1922.74;2606.95;3;2125
31584;31;60;1352.56;1708.38;1899.29;41;1741.94
31585;31;4;554.97;725.29;903.14;1;836.54
31588;31;105;2307.69;2500;2759.21;50;2538.27
31589;31;2;1333.78;1467.57;1601.35;0;0
32013;32;563;1406.75;1663.04;1888.19;293;1704.55
32019;32;1;1360;1360;1360;1;1360
32027;32;3;1663.71;2019.67;2144.73;1;2269.79
32083;32;3;925.71;954.88;1138.98;0;0
32096;32;178;1143.6;1353.48;1599.96;170;1355.06
32107;32;24;930.23;1180.37;1376.7;9;1022.73
32119;32;22;1265.89;1331.85;1468.23;15;1333.33
32129;32;4;1824.96;1979.83;2017.82;0;0
32132;32;30;1130.87;1302.28;1420.07;15;1360
32147;32;10;1361.26;1530.89;1750.32;2;1585.27
32160;32;115;2050.96;2338.71;2592.51;55;2340.91
32207;32;1;1494.25;1494.25;1494.25;0;0
32208;32;22;1173.02;1484.38;1623.27;5;1500
32213;32;8;1561.64;1790.29;2231.57;1;1710
32233;32;23;1174.11;1416.67;1674.38;20;1468.75
32242;32;10;1098.23;1195.06;1331.06;6;1224.77
32249;32;20;1303.49;1357.43;1412.16;14;1357.43
32256;32;5;1279.07;1533.98;1547.62;1;1547.62
32262;32;1;2282.61;2282.61;2282.61;1;2282.61
32268;32;2;1812.45;2004.54;2196.62;2;2004.54
32290;32;2;628.37;675.32;722.28;2;675.32
32296;32;22;1297.62;1425.36;1575.25;15;1405.41
32307;32;4;1323.98;1380.95;1524.46;1;1295.92
32312;32;1;1218.31;1218.31;1218.31;0;0
32331;32;7;1701.36;1834.43;1958.2;3;1710.42
32334;32;5;2777.78;2815.38;3076.92;3;2777.78
32344;32;1;1068.49;1068.49;1068.49;0;0
32345;32;1;566.39;566.39;566.39;0;0
32368;32;3;910.88;975.61;983.34;0;0
32370;32;1;930.56;930.56;930.56;0;0
32410;32;6;1778.91;1901.98;2036.31;0;0
32412;32;2;1223.78;1452.22;1680.66;1;1909.09
32426;32;2;652.34;712.09;771.83;0;0
32448;32;1;1241.74;1241.74;1241.74;0;0
32459;32;1;1900;1900;1900;0;0
32462;32;8;805.18;949.4;1228.3;2;775.22
33003;33;109;2567.57;2775.86;3076.92;62;2988.89
33004;33;59;1651.52;1863.64;2117.99;40;1942.28
33005;33;170;5034.17;5708.02;6457.55;117;5846.15
33009;33;986;6788.83;7922.85;9298.17;649;8000
33011;33;80;4284.47;4847.61;5730.9;64;5034.71
33012;33;7;2469.7;2575.76;2606.06;7;2575.76
33013;33;102;2912;3163.86;3417.93;47;3380.95
33015;33;1;2346.77;2346.77;2346.77;0;0
33018;33;10;1954.63;2215.35;2500;5;2297.3
33019;33;170;3386.49;3706.74;3949.34;101;3750
33022;33;6;2610.37;3119.84;3132.38;2;2380.02
33029;33;23;3224.86;3389.83;3639.36;16;3374.52
33030;33;10;1857.76;2038.59;2423.9;7;1942.86
33032;33;107;2428.99;2857.14;3260.77;54;3022.02
33033;33;1;2538.46;2538.46;2538.46;0;0
33036;33;11;1121.27;1827.16;2056.34;5;1944.44
33037;33;2;2838.93;2974.59;3110.25;0;0
33039;33;750;2922.54;3454.29;3864.51;337;3701.3
33040;33;1;919.49;919.49;919.49;0;0
33042;33;10;2783.89;2926.04;3063.83;4;3197.73
33051;33;90;3467.72;3817.46;4142.52;64;3975.61
33052;33;13;2261.36;2454.55;2545.45;8;2466.11
33056;33;144;2745.82;3313.46;3882.04;54;3793.56
33058;33;71;1406.08;1584.91;1765.63;55;1625
33063;33;10171;3706.39;4472.22;5333.33;5282;4714.29
33065;33;10;3322.37;3461.18;3868.42;9;3421.05
33067;33;4;869.76;1057.23;1425.14;0;0
33069;33;650;3125.47;3872.25;4486.31;210;4211.65
33071;33;2;2011.8;2136.81;2261.82;1;2386.83
33075;33;622;3203.57;3609.96;3921.84;228;3738.61
33080;33;58;2941.67;3398.49;3669.68;30;3578.36
33081;33;22;2004.46;2338.33;2512.82;12;2512.82
33084;33;9;2044.3;2313.73;2812.5;3;2500
33085;33;3;1870.22;2104.92;2506.07;0;0
33090;33;18;3762.81;4084.07;4427.01;9;4404.76
33096;33;73;2352.94;2750;3096.15;25;3275
33097;33;97;3622.08;4000;4515.67;87;4029.41
33099;33;8;3195.23;3474.6;4154.81;2;4028.96
33101;33;1;1666.67;1666.67;1666.67;1;1666.67
33104;33;34;2430.74;2744.05;3222.68;23;3074.07
33108;33;39;1230.77;1382.98;1532.39;27;1416
33109;33;1;4056.94;4056.94;4056.94;0;0
33111;33;1;2215.38;2215.38;2215.38;0;0
33114;33;51;1803.16;1947.37;2130.3;33;2024.39
33119;33;632;2592.37;3234.9;3625;335;3500
33120;33;2;1521.63;1530.76;1539.89;1;1549.02
33122;33;33;3709.68;3936.51;4238.24;19;4078.95
33130;33;1;1886.36;1886.36;1886.36;0;0
33138;33;59;1588.28;1757.58;1895.31;46;1772.12
33140;33;36;2399.13;2768.29;2976.33;25;2803.66
33143;33;5;2313.43;2316.96;2500;1;3057.69
33145;33;2;2489.66;2594.41;2699.17;0;0
33154;33;7;616.67;942.03;1046.18;1;1147.92
33159;33;11;1375.64;1509.43;1666.67;10;1523.95
33162;33;541;3278.69;3583.33;3946.77;326;3683.73
33165;33;70;3000;3392.44;3595.89;53;3461.54
33167;33;258;2759.74;3235.93;3634.28;96;3592.81
33174;33;1;3944.44;3944.44;3944.44;1;3944.44
33177;33;10;3935.31;4022.5;4057.5;0;0
33179;33;23;1715.57;1849.06;2196.97;20;2020.61
33185;33;17;2243.9;2619.05;2662.5;13;2638.89
33187;33;21;1557.38;1718.75;1896.02;9;1903.57
33192;33;588;3064.93;3553.23;4068.38;323;3774.19
33195;33;3;2060.98;2073.17;2121.95;3;2073.17
33199;33;259;3729.32;4222.22;4877.26;151;4512.2
33200;33;256;3292.68;3620.9;4000;154;3816.69
33201;33;3;1776.76;1868.13;2316.78;0;0
33202;33;3;3770.83;4625;4661.46;2;3807.29
33203;33;88;2391.18;3063.41;4066.04;67;3703.33
33207;33;4;2589.29;3000.55;3570.63;1;4636.36
33213;33;27;2657.93;3043.48;3558.64;21;3086.96
33214;33;268;4127.95;5109.68;5963.96;231;5282.05
33219;33;9;2396.55;2564.1;2674.42;7;2589.74
33220;33;1;1173.33;1173.33;1173.33;0;0
33221;33;1;1317.2;1317.2;1317.2;0;0
33225;33;5;1944.44;2175;2650;1;2792.45
33226;33;13;1630.77;1715.91;1984.62;7;1715.91
33227;33;168;1784.6;2000;2227.38;105;2121.21
33229;33;95;3926.79;4175;4493.42;69;4228.57
33233;33;5;1240.88;1325;1714.29;1;1325
33234;33;12;3203.13;3668.05;4176.06;4;4044.04
33236;33;122;4864.36;10000;12308;79;10000
33238;33;12;2877.87;3429.9;3689.42;2;3783.1
33240;33;70;1608.97;1871.46;2035.5;40;1905.09
33243;33;447;1907.36;2363.64;2676.87;257;2500
33248;33;2;2327.59;2424.41;2521.23;1;2230.77
33249;33;385;2112.9;2510.83;2926.83;130;2947.09
33251;33;1;1443.55;1443.55;1443.55;0;0
33253;33;1;600;600;600;1;600
33256;33;30;2536.72;2786.25;2940.05;15;2888.89
33259;33;3;2005.77;2047.06;2133.53;1;2220
33262;33;7;2054.2;2202.54;2774.08;0;0
33268;33;3;2133.9;2343.75;2914.3;0;0
33273;33;63;3453.46;3762.71;3932.02;43;3795.45
33274;33;8;2889.03;3042.55;3371.36;3;3085.11
33281;33;2100;2930.37;3570.24;4066.07;893;3933.33
33284;33;29;3333.85;3742.22;4150.94;18;4064.81
33289;33;4;1476.72;2548.67;3703.92;2;1389.45
33290;33;1;2377.27;2377.27;2377.27;0;0
33293;33;43;2807.02;3000;3226.19;27;3154.76
33298;33;4;2439.82;2604.64;2681.43;0;0
33311;33;17;1840;1992.31;2327.59;8;2023.01
33312;33;102;3078.71;3475.6;3749.82;45;3704.55
33314;33;13;1152.17;1277.78;1448.33;5;1277.78
33318;33;883;2964.64;3598.21;4106.2;400;3948.68
33322;33;4;3576.41;3638.72;3700.06;2;3638.72
33324;33;118;1115.23;1222.61;1348.74;83;1260
